,Account,Network,Text,Date,Positive,Neutral,Negative,Compound
323,@BBCWorld,BBC News (World),Machu Picchu train crash: Collision injures 15 tourists in Peru https://t.co/CgcT7b4KWw,Wed Aug 01 10:04:12 +0000 2018,0.0,0.634,0.366,-0.6369
324,@nytimes,The New York Times,"Taiwan has been chosen as the first Asian host for the Oslo Freedom Forum, an international human rights conference  https://t.co/XChjLbVQe2",Wed Aug 01 10:15:07 +0000 2018,0.181,0.819,0.0,0.6369
325,@BBCWorld,BBC News (World),DR Congo country profile https://t.co/5GrFJeyX4p,Wed Aug 01 10:28:03 +0000 2018,0.0,1.0,0.0,0.0
326,@nytimes,The New York Times,"Tommy Robinson, the jailed British far-right activist who has gained the support of figures like Stephen Bannon, wa… https://t.co/qTO1AlmNmq",Wed Aug 01 10:30:14 +0000 2018,0.3,0.577,0.123,0.5574
327,@BBCWorld,BBC News (World),Democratic Republic of Congo profile - Timeline https://t.co/oqZhVjdxa3,Wed Aug 01 10:30:23 +0000 2018,0.0,1.0,0.0,0.0
328,@nytimes,The New York Times,"""The church is immersed in a deep crisis, and those who committed abuses against minors have to pay for those crime… https://t.co/z34sqali0m",Wed Aug 01 10:40:06 +0000 2018,0.074,0.603,0.323,-0.7906
329,@nytimes,The New York Times,"RT @amyvirshup: Separated children at Cayuga Centers took the city by surprise, but in fact, it had been making itself into the biggest fos…",Wed Aug 01 10:51:01 +0000 2018,0.063,0.937,0.0,0.1406
330,@BBCWorld,BBC News (World),RT @BBCBusiness: Tesla boss Elon Musk facing two lawsuits https://t.co/zKpL6HWAkb,Wed Aug 01 10:57:05 +0000 2018,0.0,0.849,0.151,-0.1531
331,@BBCWorld,BBC News (World),Joey Dunlop's TT winning outfit to be auctioned https://t.co/RdYVrSQ7HE,Wed Aug 01 10:59:06 +0000 2018,0.298,0.702,0.0,0.5267
332,@nytimes,The New York Times,"Sarah Hanson-Young, an Australian senator, filed a defamation suit against a fellow lawmaker who she says made a se… https://t.co/T25tppuKo6",Wed Aug 01 11:01:07 +0000 2018,0.0,1.0,0.0,0.0
333,@BBCWorld,BBC News (World),Korea remains: US finds one 'dog tag' among war dead returned by North Korea https://t.co/9i51sSyu1t,Wed Aug 01 11:01:43 +0000 2018,0.0,0.613,0.387,-0.8481
334,@nytimes,The New York Times,Robert Mueller has referred 3 investigations into possible illicit foreign lobbying to federal prosecutors in New Y… https://t.co/VQ1hkkwUwE,Wed Aug 01 11:11:05 +0000 2018,0.0,0.925,0.075,-0.0772
335,@nytimes,The New York Times,Blueprints for making a variety of plastic guns on 3-D printers were scheduled to be posted online today. Here's a… https://t.co/spieYYWSZC,Wed Aug 01 11:20:08 +0000 2018,0.0,1.0,0.0,0.0
336,@nytimes,The New York Times,"""They are expanding everything,"" an arms control expert said about North Korea. ""And to be fair, they have never sa… https://t.co/A0gVIHxCOF",Wed Aug 01 11:30:07 +0000 2018,0.103,0.897,0.0,0.3182
337,@nytimes,The New York Times,"RT @nytopinion: Steven Mnuchin, the Treasury secretary, wants to give the superrich another huge tax break just months after Congress passe…",Wed Aug 01 11:44:04 +0000 2018,0.177,0.823,0.0,0.4767
338,@nytimes,The New York Times,"Your daily @DealBook Briefing:

• Facebook flags midterm meddling.

• Apple sweats its way to $1 trillion.

• Googl… https://t.co/cLxoo92uGK",Wed Aug 01 12:00:14 +0000 2018,0.0,1.0,0.0,0.0
339,@BBCWorld,BBC News (World),Trump claims Americans need ID to go shopping https://t.co/RQn7pKP2iu,Wed Aug 01 12:12:37 +0000 2018,0.0,1.0,0.0,0.0
340,@nytimes,The New York Times,"After a record level of turnover in the Trump administration, Stephen Miller has succeeded in surrounding himself w… https://t.co/hHX1naIkJR",Wed Aug 01 12:14:04 +0000 2018,0.141,0.859,0.0,0.4215
341,@nytimes,The New York Times,Paul Manafort's trial on financial fraud charges opened on Tuesday with an effort by his defense team to deflect bl… https://t.co/LVww9IfjgB,Wed Aug 01 12:30:09 +0000 2018,0.059,0.709,0.232,-0.6597
342,@BBCWorld,BBC News (World),Ex-warlord Jean-Pierre Bemba welcomed home to DR Congo https://t.co/cRslQb54eJ,Wed Aug 01 12:41:25 +0000 2018,0.231,0.769,0.0,0.34
343,@nytimes,The New York Times,The Justice Department is investigating claims that drug companies doing business in Iraq knew that the free medici… https://t.co/Pd9GF3CFJA,Wed Aug 01 12:46:08 +0000 2018,0.283,0.717,0.0,0.7717
344,@nytimes,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/OqaZ6IEwi0 https://t.co/IuucSqpyG5,Wed Aug 01 13:00:10 +0000 2018,0.0,1.0,0.0,0.0
345,@BBCWorld,BBC News (World),Dengue fever outbreak stopped by special mosquitoes https://t.co/S85hOEmFMU,Wed Aug 01 13:03:35 +0000 2018,0.255,0.566,0.179,0.2023
346,@BBCWorld,BBC News (World),Stranded Russian climber 'hallucinated' during Pakistan ordeal https://t.co/NWV72mRByf,Wed Aug 01 13:08:41 +0000 2018,0.0,1.0,0.0,0.0
347,@nytimes,The New York Times,"RT @nytlizrobbins: Cayuga Centers transformed from a modest upstate NY program, one that was struggling to keep kids safe, to the largest p…",Wed Aug 01 13:15:06 +0000 2018,0.113,0.778,0.109,0.0258
348,@BBCWorld,BBC News (World),Greek wildfires: Failures revealed after Mati disaster https://t.co/wSIUcaaBZQ,Wed Aug 01 13:27:17 +0000 2018,0.0,0.458,0.542,-0.7964
349,@nytimes,The New York Times,There were no signs of foul play when a pregnant bottlenose dolphin washed up in Mississippi. Then they found the b… https://t.co/LwylbIyUc3,Wed Aug 01 13:30:08 +0000 2018,0.102,0.805,0.093,0.0516
350,@BBCWorld,BBC News (World),Jellyfish sting dozens as Germany and Sweden battle plague https://t.co/Bn5L4zqrdV,Wed Aug 01 13:37:54 +0000 2018,0.0,0.776,0.224,-0.3818
351,@nytimes,The New York Times,"""He uses it for every occasion — it's like his 'aloha,'"" Stephen  Colbert poked fun at President Trump for how ofte… https://t.co/oOIIjeilNC",Wed Aug 01 13:45:04 +0000 2018,0.234,0.766,0.0,0.7003
352,@nytimes,The New York Times,A major Australian supermarket chain reversed its decision to ban single-use plastic bags after its customers compl… https://t.co/NghMlHX3kj,Wed Aug 01 14:00:15 +0000 2018,0.0,0.816,0.184,-0.5574
353,@BBCWorld,BBC News (World),How likely are you to survive a plane crash? https://t.co/RouWcuAwgh,Wed Aug 01 14:12:05 +0000 2018,0.0,0.748,0.252,-0.4019
354,@nytimes,The New York Times,RT @jessbidgood: Those police officers who quit over ill-fitting vests and old cruisers? There is a little more to the story. I went to Bla…,Wed Aug 01 14:15:09 +0000 2018,0.0,1.0,0.0,0.0
355,@nytimes,The New York Times,Breaking News: President Trump called on Attorney General Jeff Sessions to end the special counsel investigation an… https://t.co/VnBmYgiEZT,Wed Aug 01 14:32:06 +0000 2018,0.137,0.863,0.0,0.4019
356,@BBCWorld,BBC News (World),Zimbabwe election: MDC Alliance supporters in Harare clashes https://t.co/aon26GND5M,Wed Aug 01 14:35:31 +0000 2018,0.266,0.734,0.0,0.4404
357,@nytimes,The New York Times,"RT @NYTScience: The Fields Medal, bestowed every four years to mathematicians 40 years or younger, is often described as the subject’s Nobe…",Wed Aug 01 14:45:10 +0000 2018,0.129,0.871,0.0,0.4767
358,@BBCWorld,BBC News (World),Tajikistan attack: Four cyclists mown down are identified https://t.co/SgkM9D0G95,Wed Aug 01 14:48:28 +0000 2018,0.0,0.721,0.279,-0.4767
359,@nytimes,The New York Times,A new app lets you pay celebrities to... just say stuff https://t.co/Ayq0prHiPt,Wed Aug 01 15:00:07 +0000 2018,0.0,0.877,0.123,-0.1027
360,@BBCWorld,BBC News (World),"👣👣👣

""Imagine, if you would, a world without feet"" - Commuters in Toronto are getting travel tips from a very famou… https://t.co/jKGFIm50x4",Wed Aug 01 15:09:43 +0000 2018,0.0,1.0,0.0,0.0
361,@nytimes,The New York Times,If this hearty quinoa and white bean soup recipe proves anything it is: Soup doesn't have to be loaded with meat to… https://t.co/hULMJ2xXmQ,Wed Aug 01 15:15:11 +0000 2018,0.0,1.0,0.0,0.0
362,@nytimes,The New York Times,"RT @NYTmag: Thirty years ago, we almost saved the planet. This is the story of how we failed. https://t.co/EglEQFwHPu https://t.co/WBtopm5p…",Wed Aug 01 15:30:08 +0000 2018,0.105,0.756,0.139,-0.2006
363,@nytimes,The New York Times,"Cody Wilson has been called one of the world's ""most dangerous people."" For more than 5 years, he has pushed to pub… https://t.co/yrvNbmOx5T",Wed Aug 01 15:45:09 +0000 2018,0.0,0.861,0.139,-0.5256
364,@nytimes,The New York Times,"Accusations of harassment, bullying and editorial interference are roiling Billboard, just as the the whole industr… https://t.co/xqpmwYM5h1",Wed Aug 01 16:00:07 +0000 2018,0.0,0.591,0.409,-0.8658
365,@BBCWorld,BBC News (World),Canada's Ontario government cuts basic income project short https://t.co/aqZAvvnxt5,Wed Aug 01 16:05:00 +0000 2018,0.0,0.784,0.216,-0.296
366,@nytimes,The New York Times,A reporter was surprised to learn that her New York Times article was censored in Qatar. Here's what happened. https://t.co/2v7fw2bxuT,Wed Aug 01 16:15:08 +0000 2018,0.093,0.829,0.078,0.0772
367,@BBCWorld,BBC News (World),Trump demands Russia probe end 'right now' https://t.co/dxNJ8aL4p4,Wed Aug 01 16:19:17 +0000 2018,0.0,1.0,0.0,0.0
368,@nytimes,The New York Times,Candidates in this year’s midterm elections have a new tool in their campaign arsenal: mass-texts sent directly to… https://t.co/Y7kmXGhrJB,Wed Aug 01 16:30:06 +0000 2018,0.0,1.0,0.0,0.0
369,@BBCWorld,BBC News (World),'Disappearance' of top Chinese actress Fan Bingbing concerns fans https://t.co/9PV6o5jmEO,Wed Aug 01 16:36:25 +0000 2018,0.339,0.661,0.0,0.4767
370,@nytimes,The New York Times,"RT @liamstack: Even with Trump in the White House, many in the Green Party squint to see the difference between Democrats and Republicans.…",Wed Aug 01 16:45:09 +0000 2018,0.109,0.891,0.0,0.4019
371,@BBCWorld,BBC News (World),In pictures: Zimbabwe election protesters clash with police https://t.co/hgy88mAoSF,Wed Aug 01 16:52:48 +0000 2018,0.0,0.808,0.192,-0.2263
372,@nytimes,The New York Times,A company in Britain is using edgy funeral ads to open a conversation about death. But some say the campaign goes t… https://t.co/pTr7ovWQrS,Wed Aug 01 17:04:32 +0000 2018,0.0,0.819,0.181,-0.4939
373,@BBCWorld,BBC News (World),Chinese takeover of German firm Leifeld collapses https://t.co/O4BWWIx6G8,Wed Aug 01 17:12:34 +0000 2018,0.0,0.761,0.239,-0.296
374,@nytimes,The New York Times,Alaska Airlines apologized this week after a flight attendant asked a gay man to give up his seat next to his partn… https://t.co/1bUQ9QEcCW,Wed Aug 01 17:15:06 +0000 2018,0.103,0.897,0.0,0.3182
375,@nytimes,The New York Times,Cat videos are so popular on the internet that they’ve become universal shorthand for the internet itself. Or at le… https://t.co/earLad6qf8,Wed Aug 01 17:22:21 +0000 2018,0.153,0.847,0.0,0.5598
376,@BBCWorld,BBC News (World),French rappers Booba and Kaaris brawl at Paris airport https://t.co/tbvLsBRmef,Wed Aug 01 17:31:12 +0000 2018,0.0,1.0,0.0,0.0
377,@nytimes,The New York Times,They represent chaos without consequence. Cats represent the internet as an apolitical playground where crazy stuff… https://t.co/EP99xEwolm,Wed Aug 01 17:48:14 +0000 2018,0.0,0.711,0.289,-0.7269
378,@nytimes,The New York Times,But lately? We’re seeing more and more dogs on the internet. And this tells us something about how the internet its… https://t.co/OOUSVH5doy,Wed Aug 01 17:51:02 +0000 2018,0.0,1.0,0.0,0.0
379,@nytimes,The New York Times,Dogs can be dressed up and made to perform for their audiences in a way that cats just won’t. Maybe it’s not a surp… https://t.co/yIk9zPpcfO,Wed Aug 01 17:54:34 +0000 2018,0.0,1.0,0.0,0.0
380,@nytimes,The New York Times,"So, dogs or cats? Who owns the internet? Let us know in the comments: https://t.co/V1J3aSNPgv",Wed Aug 01 17:57:16 +0000 2018,0.0,1.0,0.0,0.0
381,@nytimes,The New York Times,Those green swirling masses you see on the beach? They're not algae. They're green worms. https://t.co/9Y1RvzF8Mr,Wed Aug 01 18:00:09 +0000 2018,0.0,1.0,0.0,0.0
382,@nytimes,The New York Times,"When the Trump administration announced a citizenship question would appear on the 2020 census, it was met with con… https://t.co/OnpKPNHT5H",Wed Aug 01 18:15:09 +0000 2018,0.0,1.0,0.0,0.0
383,@BBCWorld,BBC News (World),"""We had just taken off then the plane fell"" — passengers on an Aeroméxico flight that crashed in Mexico describe wh… https://t.co/qcfy1jW8TL",Wed Aug 01 18:17:26 +0000 2018,0.0,1.0,0.0,0.0
384,@BBCWorld,BBC News (World),Shifted sands reveal Roman settlement in Alderney https://t.co/PcpyAU4wE9,Wed Aug 01 18:22:05 +0000 2018,0.0,1.0,0.0,0.0
385,@BBCWorld,BBC News (World),Ethiopia's exiled patriarch Bishop Merkorios returns https://t.co/91Z5uZ5zyR,Wed Aug 01 18:29:39 +0000 2018,0.0,1.0,0.0,0.0
386,@nytimes,The New York Times,The CEO of the world's largest steel maker says Trump's tariffs have led to his company's best performance since 20… https://t.co/lHXEFeNQFn,Wed Aug 01 18:30:16 +0000 2018,0.174,0.826,0.0,0.6369
387,@nytimes,The New York Times,Barack Obama just endorsed 81 Democrats running in the 2018 elections. Many were longtime Obama loyalists. Most of… https://t.co/gmJuUYvO17,Wed Aug 01 18:45:08 +0000 2018,0.194,0.806,0.0,0.4767
388,@BBCWorld,BBC News (World),McDonald's serves pregnant Canadian cleaning fluid latte https://t.co/QoFAExuDJN,Wed Aug 01 18:45:13 +0000 2018,0.0,1.0,0.0,0.0
389,@FoxNews,Fox News,".@AriFleischer on the economy: ""Inflation, unless it's rampant, doesn't hurt you as much as if your wages are not g… https://t.co/RItY1SsoAG",Wed Aug 01 18:46:31 +0000 2018,0.122,0.878,0.0,0.4168
390,@nytimes,The New York Times,"Thieves stole three royal treasures from a cathedral in Sweden, smashing open a display case and escaping on a spee… https://t.co/itFyagQtbO",Wed Aug 01 19:00:09 +0000 2018,0.179,0.673,0.148,-0.0772
391,@BBCWorld,BBC News (World),US hits Turkish ministers with sanctions over pastor Andrew Brunson https://t.co/jFfrpwyLfe,Wed Aug 01 19:02:10 +0000 2018,0.0,1.0,0.0,0.0
392,@FoxNews,Fox News,Minnesota speeders' bizarre excuses include a 99 mph Taco Bell run https://t.co/mnOkwStcoc,Wed Aug 01 19:05:42 +0000 2018,0.0,0.813,0.187,-0.3182
393,@FoxNews,Fox News,"RT @FoxNewsResearch: #Trump Admin Unraveling #Obamacare:
•June:
—DOJ no longer defending ACA in court
—Rule allows small biz, self-employed…",Wed Aug 01 19:11:40 +0000 2018,0.0,0.891,0.109,-0.296
394,@nytimes,The New York Times,"What is QAnon? Well, do you remember Pizzagate? It's a little like that: a web of baseless conspiracy theories. https://t.co/vbTGVDJudb",Wed Aug 01 19:15:05 +0000 2018,0.202,0.65,0.147,-0.1162
395,@FoxNews,Fox News,JUST IN: Suspect identified in murder of George H.W. Bush's former doctor. https://t.co/Kw6T2RMplv,Wed Aug 01 19:16:21 +0000 2018,0.0,0.615,0.385,-0.7845
396,@FoxNews,Fox News,".@GOPChairwoman: ""People want President Trump's endorsement more than they want President Obama's."" #OutnumberedOT https://t.co/25iq3qFQHI",Wed Aug 01 19:23:31 +0000 2018,0.308,0.692,0.0,0.4404
397,@FoxNews,Fox News,A U.S. soldier salutes during a repatriation ceremony for the remains of U.S. soldiers killed in the Korean War and… https://t.co/j5g6buF2Im,Wed Aug 01 19:27:36 +0000 2018,0.0,0.669,0.331,-0.8555
398,@nytimes,The New York Times,"The Freemason groups of England and Wales addressed the status of transgender people for the first time, saying men… https://t.co/C7HZktVBgN",Wed Aug 01 19:30:10 +0000 2018,0.0,1.0,0.0,0.0
399,@BBCWorld,BBC News (World),Jewellery thefts that shocked the world https://t.co/rnS0PY4ZlB,Wed Aug 01 19:31:55 +0000 2018,0.0,0.723,0.277,-0.3182
400,@FoxNews,Fox News,"Former President @BarackObama endorses dozens of Dems, but snubs @Ocasio2018. (via @brookefoxnews) https://t.co/jvMelfeKcL",Wed Aug 01 19:35:15 +0000 2018,0.101,0.653,0.246,-0.5346
401,@nytimes,The New York Times,"Why is the U.S. Embassy in London auctioning 1,200 rolls of toilet paper? We asked. They explained. https://t.co/SLGH5xEApJ",Wed Aug 01 19:45:05 +0000 2018,0.0,1.0,0.0,0.0
402,@FoxNews,Fox News,Ohio judge orders chatty defendant's mouth taped for sentencing https://t.co/pPQ28UeeBl,Wed Aug 01 19:45:35 +0000 2018,0.0,0.849,0.151,-0.1531
403,@FoxNews,Fox News,RT @ShepNewsTeam: We will be live for today’s @FoxNews Afternoon Update on Facebook Watch with the latest on missing college student Mollie…,Wed Aug 01 19:46:15 +0000 2018,0.0,0.905,0.095,-0.296
404,@FoxNews,Fox News,".@POTUS' 'sanctuary cities' executive order is unconstitutional, US appeals court rules. https://t.co/lGoKljwHzg",Wed Aug 01 19:46:28 +0000 2018,0.0,1.0,0.0,0.0
405,@BBCWorld,BBC News (World),RT @BBCNews: Passengers were forced to evacuate a Ryanair flight after a mobile phone connected to an external battery pack burst into flam…,Wed Aug 01 19:48:28 +0000 2018,0.0,0.87,0.13,-0.4588
406,@FoxNews,Fox News,All 99 passengers and four crew members made it out alive from a plane crash in Mexico. @ShepNewsTeam… https://t.co/2E85kv7pxP,Wed Aug 01 19:53:36 +0000 2018,0.122,0.751,0.127,-0.0258
407,@nytimes,The New York Times,Google withdrew from China 8 years ago to protest the country's censorship and online hacking. Now the company is b… https://t.co/vsNVoflKbA,Wed Aug 01 20:00:06 +0000 2018,0.0,0.905,0.095,-0.25
408,@FoxNews,Fox News,"Former waitress in Arizona returns $1,000 she stole from restaurant in 1990s https://t.co/sVa2wiyYxi",Wed Aug 01 20:03:00 +0000 2018,0.0,1.0,0.0,0.0
409,@FoxNews,Fox News,.@ShepNewsTeam is live with the 'Fox News Update' on Facebook Watch: https://t.co/584lSOl7Bz https://t.co/XzvTDwbCn0,Wed Aug 01 20:03:10 +0000 2018,0.0,1.0,0.0,0.0
410,@FoxNews,Fox News,'Calexit' supporters now want to give away nearly half of California to create an independent Native American natio… https://t.co/6IY6QiTuBb,Wed Aug 01 20:04:42 +0000 2018,0.283,0.717,0.0,0.6486
411,@FoxNews,Fox News,RT @ShepNewsTeam: Shep is live on Facebook Watch: https://t.co/IWgmOPBXqm,Wed Aug 01 20:04:54 +0000 2018,0.0,1.0,0.0,0.0
412,@BBCWorld,BBC News (World),New Zealand PM Jacinda Ardern returns from maternity leave https://t.co/n98cTOtfWq,Wed Aug 01 20:14:58 +0000 2018,0.0,0.882,0.118,-0.0516
413,@nytimes,The New York Times,Condé Nast lost $120 million last year. Now the company plans to put 3 magazines up for sale. https://t.co/hId96CmLmG,Wed Aug 01 20:15:05 +0000 2018,0.0,0.881,0.119,-0.3182
414,@FoxNews,Fox News,"Iran planning Gulf 'swarm' drill involving 100 gun boats within days, US officials say. https://t.co/WOjhl3ckMN",Wed Aug 01 20:24:57 +0000 2018,0.0,0.854,0.146,-0.34
415,@nytimes,The New York Times,The 5 largest quarterly stock buybacks on record now all belong to Apple https://t.co/NzFICM2WOJ,Wed Aug 01 20:30:10 +0000 2018,0.0,1.0,0.0,0.0
416,@FoxNews,Fox News,"On @AmericaNewsroom, @cvpayne celebrated positive economic news. https://t.co/Nn6FRWsrz5 https://t.co/cBSNPnsbtD",Wed Aug 01 20:33:49 +0000 2018,0.51,0.49,0.0,0.8074
417,@FoxNews,Fox News,"National ICE Council President Chris Crane: ""We are not going to let people like this scare us out of doing our job… https://t.co/q9Bq2XNaBx",Wed Aug 01 20:43:19 +0000 2018,0.092,0.771,0.138,-0.3071
418,@nytimes,The New York Times,"As much as they may loath President Trump, members of the Green Party say several issues — including corporate dona… https://t.co/diKy468Zbf",Wed Aug 01 20:45:05 +0000 2018,0.124,0.876,0.0,0.4019
419,@FoxNews,Fox News,Connecticut woman searches for stolen necklace that contains infant son's ashes: 'I feel incomplete' https://t.co/yBaF6XRTRn,Wed Aug 01 20:47:50 +0000 2018,0.0,0.814,0.186,-0.4939
420,@FoxNews,Fox News,Trouble for Ted?: New TX Poll Shows Cruz Challenger Only 2 Points Down https://t.co/hA7W9gPiYC,Wed Aug 01 20:55:52 +0000 2018,0.271,0.574,0.155,0.2577
421,@BBCWorld,BBC News (World),The moment a passenger plane crashed in Mexico has been captured on video — thankfully all 103 people on board surv… https://t.co/w2xVUcDz5I,Wed Aug 01 20:56:18 +0000 2018,0.128,0.872,0.0,0.4215
422,@nytimes,The New York Times,"President Trump may raise tariffs on fish, handbags and other goods from China to 25%, not 10% as planned https://t.co/5XCtI5zXpz",Wed Aug 01 21:01:05 +0000 2018,0.0,1.0,0.0,0.0
423,@FoxNews,Fox News,Utah man claims McDonald's employee drugged his drink https://t.co/QQkYXNVuBH,Wed Aug 01 21:01:35 +0000 2018,0.0,1.0,0.0,0.0
424,@FoxNews,Fox News,JUST IN: Mueller responds to Trump attorneys' request for parameters of potential interview. https://t.co/UZoXz1kswk,Wed Aug 01 21:04:09 +0000 2018,0.0,1.0,0.0,0.0
425,@FoxNews,Fox News,"Great white shark attacks seal off Massachusetts coast as surfers scramble to shore, video shows. https://t.co/fmauRxH2Qg",Wed Aug 01 21:10:56 +0000 2018,0.195,0.667,0.138,0.296
426,@FoxNews,Fox News,Arizona town is building tiny homes for teachers who can't afford to live closer. https://t.co/vrFOn1xc4L,Wed Aug 01 21:16:00 +0000 2018,0.0,1.0,0.0,0.0
427,@nytimes,The New York Times,"RT @rachelswarns: In mid-July, a group of Muslim children attending an Arabic literacy   program decided to swim at their local pool in Del…",Wed Aug 01 21:17:19 +0000 2018,0.0,1.0,0.0,0.0
428,@FoxNews,Fox News,".@JesseBWatters: ""Right now, Maxine Waters is the face of the Democratic Party, and that's frightening."" #TheFive https://t.co/pb51PxQwbU",Wed Aug 01 21:20:40 +0000 2018,0.144,0.856,0.0,0.4019
429,@CNN,CNN,A man whose mother died during surgery 20 years ago is the suspect in the fatal shooting of a prominent Houston car… https://t.co/TZ34zMXDn5,Wed Aug 01 21:23:37 +0000 2018,0.08,0.594,0.325,-0.7906
430,@FoxNews,Fox News,"Mollie Tibbetts' boyfriend, brothers, father urge witnesses to 'come forward' in exclusive interviews. https://t.co/GfsOO3kvkA",Wed Aug 01 21:28:46 +0000 2018,0.103,0.897,0.0,0.128
431,@CNN,CNN,Justice Ginsburg: The 'liberal lion' we need right now | By Brenda Feigen via @CNNOpinion https://t.co/cIdbCOCCOs https://t.co/roLLpkshfS,Wed Aug 01 21:29:45 +0000 2018,0.185,0.815,0.0,0.5267
432,@nytimes,The New York Times,"1931: Black residents are required to submit “health certificates” to enter a Pittsburgh pool
1949: 50 black swimme… https://t.co/4kugwcH73z",Wed Aug 01 21:32:06 +0000 2018,0.0,1.0,0.0,0.0
433,@FoxNews,Fox News,Philippine government crushes dozens of luxury cars worth millions. https://t.co/oOgA6zD8H1,Wed Aug 01 21:36:00 +0000 2018,0.148,0.625,0.227,-0.25
434,@CNN,CNN,Two women were found unresponsive in a car along with the likely culprit -- four coolers of dry ice -- Friday morni… https://t.co/UssOcJzUdN,Wed Aug 01 21:41:04 +0000 2018,0.0,1.0,0.0,0.0
435,@FoxNews,Fox News,.@SenGillibrand fires back at George Soros over her calls for Franken to resign. https://t.co/3HlNb9v472,Wed Aug 01 21:42:00 +0000 2018,0.0,0.844,0.156,-0.34
436,@CNN,CNN,RT @CNNSitRoom: President Trump tweets that Sessions should stop the Mueller investigation “right now”. Is that an obstruction of justice?…,Wed Aug 01 21:43:17 +0000 2018,0.0,0.896,0.104,-0.296
437,@nytimes,The New York Times,You’re not the only one avoiding the subway in NYC. Ridership has dropped for the second year in a row as New Yorke… https://t.co/k2AW2zpDES,Wed Aug 01 21:47:07 +0000 2018,0.0,0.902,0.098,-0.34
438,@FoxNews,Fox News,"Massachusetts woman enraged by Trump bumper sticker intentionally rammed into car, police say. https://t.co/DPZYLxWLgq",Wed Aug 01 21:51:04 +0000 2018,0.0,0.828,0.172,-0.4019
439,@CNN,CNN,The acting chief of the EPA Andrew Wheeler starts a new relationship between Capitol Hill and his agency… https://t.co/XOBBqQuv4Z,Wed Aug 01 21:51:09 +0000 2018,0.0,1.0,0.0,0.0
440,@FoxNews,Fox News,"INCREDIBLE: This pizza delivery guy stunned a family when he asked to play their piano. Little did they know, 18-ye… https://t.co/E7eiCfqVAn",Wed Aug 01 21:56:54 +0000 2018,0.11,0.826,0.064,0.25
441,@CNN,CNN,Republican senators say President Trump can't ask Attorney General Jeff Sessions to end the Mueller probe… https://t.co/7oVVoEGaDO,Wed Aug 01 22:01:12 +0000 2018,0.0,1.0,0.0,0.0
442,@nytimes,The New York Times,"The Fields Medal, bestowed every four years to mathematicians 40 years or younger, is often described as the subjec… https://t.co/FM38RI537y",Wed Aug 01 22:02:06 +0000 2018,0.14,0.86,0.0,0.4767
443,@CNN,CNN,New cluster of Ebola virus cases detected in the Democratic Republic of Congo a week after the government declared… https://t.co/jtp0cFNFCK,Wed Aug 01 22:06:19 +0000 2018,0.0,1.0,0.0,0.0
444,@CNN,CNN,"House Speaker Paul Ryan finds out that he's part Jewish on PBS' show ""Finding Your Roots"" https://t.co/NuZZ2wTWmD https://t.co/pqTSeDxZnP",Wed Aug 01 22:11:06 +0000 2018,0.0,1.0,0.0,0.0
445,@FoxNews,Fox News,Twitter CEO gets why conservatives are suspicious of Big Tech https://t.co/5I4dIldr6R,Wed Aug 01 22:12:18 +0000 2018,0.0,0.8,0.2,-0.3612
446,@FoxNews,Fox News,Mueller responds to Trump attorneys' request for parameters of potential interview; @johnrobertsFox reports.… https://t.co/dRjSUyHNjV,Wed Aug 01 22:14:20 +0000 2018,0.0,1.0,0.0,0.0
447,@nytimes,The New York Times,"RT @nytgraphics: The financial fraud trial of Paul Manafort, Donald J. Trump’s former campaign manager, opened on Tuesday. Here’s how he is…",Wed Aug 01 22:17:16 +0000 2018,0.0,0.847,0.153,-0.5859
448,@CNN,CNN,"A Nazi flag was spotted flying in a public park in Laramie, Wyoming https://t.co/TsKy8ARPAj https://t.co/tXkQ4xY8oU",Wed Aug 01 22:21:07 +0000 2018,0.0,1.0,0.0,0.0
449,@FoxNews,Fox News,The Iranian economy is faltering under U.S. pressure; @RichEdsonDC reports. #SpecialReport https://t.co/uA7FHq4VRN https://t.co/4zKFZYGEhB,Wed Aug 01 22:25:07 +0000 2018,0.0,0.845,0.155,-0.296
450,@CNN,CNN,"LIVE NOW: Anderson Cooper Full Circle, a daily interactive news show airing on Facebook Watch… https://t.co/FXNs6LReU2",Wed Aug 01 22:27:43 +0000 2018,0.0,1.0,0.0,0.0
451,@FoxNews,Fox News,"Dan Springer: ""Among the 55 containers of remains there is just one dog tag and that concerns some people. But we'r… https://t.co/lp94dBM3fB",Wed Aug 01 22:28:05 +0000 2018,0.0,1.0,0.0,0.0
452,@CNN,CNN,"RT @AC360: ""They're using kids as a weapon ... all they wanted to do was get back to their mom"" - Senator @amyklobuchar on family separatio…",Wed Aug 01 22:28:15 +0000 2018,0.0,0.913,0.087,-0.296
453,@CNN,CNN,A woman says a supermarket called police on her while she was helping a homeless man https://t.co/WyYIq7CEoO https://t.co/GaGWrL9y0M,Wed Aug 01 22:28:51 +0000 2018,0.136,0.864,0.0,0.296
454,@CNN,CNN,RT @CNNSitRoom: CNN Exclusive: The TSA is considering eliminating passenger screening at smaller airports https://t.co/KzmLbrT88e https://t…,Wed Aug 01 22:29:15 +0000 2018,0.091,0.909,0.0,0.128
455,@nytimes,The New York Times,"Roughly three-dozen firefighters were searching for any remnants of their fallen colleague, Jeremy Stoke — a badge,… https://t.co/927x2dd3kh",Wed Aug 01 22:32:11 +0000 2018,0.0,0.857,0.143,-0.3612
